"","subtype","tip1.label","tip2.label","tip1.len","tip2.len","total.length"
"42","01_AE","AF070704","JN944654",0.022293794,0.037179643,0.059473437
"43","01_AE","AY444806","FJ185242",0.019764271,0.019217844,0.038982115
"44","01_AE","JX446853","JX446837",0.034427866,0.043153274,0.07758114
"45","01_AE","JN860764","JX447252",0.026579464,0.025203767,0.051783231
"46","01_AE","HM215415","JX112843",0.030676994,0.041045192,0.071722186
"47","01_AE","GU475042","EF036528",0.021982214,0.029179967,0.051162181
"48","01_AE","EU743774","EU743769",0.030111079,0.036649145,0.066760224
"49","01_AE","KT185851","JX448301",0.053612943,0.040098277,0.09371122
"50","01_AE","GQ916572","GQ916584",0.022399993,0.042866104,0.065266097
"51","01_AE","GQ916575","JX447043",0.03707903,0.045409174,0.082488204
"52","01_AE","KC870029","KC870039",0.038027636,0.018810985,0.056838621
"53","01_AE","JX447721","GU475046",0.041275917,0.031174202,0.072450119
"54","01_AE","KF835513","GQ916593",0.047780426,0.04606997,0.093850396
"55","01_AE","KF268044","HQ691039",0.052221434,0.02668972,0.078911154
"56","01_AE","JX448086","JX447637",0.04281885,0.037514181,0.080333031
"57","01_AE","DQ234790","EU743770",0.05136226,0.046681716,0.098043976
"58","01_AE","EU743791","EU743793",0.001908622,0.000903397,0.002812019
"59","01_AE","KJ953229","AY444803",0.025270091,0.034324199,0.05959429
"60","01_AE","EU743763","EU743764",0.008603289,0.008753325,0.017356614
"61","01_AE","JX447529","JN944657",0.034831701,0.037479717,0.072311418
"62","01_AE","JN248339","JN248324",0.022666393,0.023683871,0.046350264
"63","01_AE","KJ952346","AY945730",0.02385299,0.021387952,0.045240942
"64","01_AE","JX447122","AY945718",0.037418089,0.019450871,0.05686896
"65","01_AE","KF268038","KF268037",0.001871467,5e-09,0.001871472
"66","01_AE","U48264","AY945720",0.01792645,0.028373318,0.046299768
"67","01_AE","JN248342","JX447063",0.033090256,0.03713325,0.070223506
"68","01_AE","JX512901","HQ691004",0.039395495,0.036766404,0.076161899
"69","01_AE","KT185962","KT185793",0.04837667,0.050083399,0.098460069
"70","01_AE","KF268042","KF268048",5e-09,0.000947027,0.000947032
"71","01_AE","HQ691073","JX448057",0.043493211,0.049410951,0.092904162
"72","01_AE","AY358063","KJ953282",0.025348471,0.031123021,0.056471492
"73","01_AE","EU743765","EU743766",0.002212385,0.004431259,0.006643644
"74","01_AE","HQ691082","AY713423",0.041146632,0.024511259,0.065657891
"75","01_AE","JX512892","KU230427",0,0,0
"76","01_AE","KJ953408","KJ952765",0.001857469,5e-09,0.001857474
"77","01_AE","KP411842","KP411840",0.00442321,0.009787184,0.014210394
"78","01_AE","KP109513","KU230419",5e-09,0.000928993,0.000928998
"79","01_AE","KJ953438","U48266",0.035617573,0.020989822,0.056607395
"80","01_AE","KF268043","JX447515",0.045739288,0.038230511,0.083969799
"81","01_AE","EU743767","EU743768",0.002634471,0.002030308,0.004664779
"82","01_AE","KJ953555","AY945721",0.033530418,0.022717039,0.056247457
"83","01_AE","AB485652","AY231158",0.008343677,0.011624287,0.019967964
"84","01_AE","AF164485","DL258716",0.008821951,0.026791259,0.03561321
"85","01_AE","KU230433","KU230434",0.037922414,0.026649184,0.064571598
"86","01_AE","JX446873","JX447884",0.033960585,0.045172473,0.079133058
"87","01_AE","KT185744","JX512893",5e-09,0.001861274,0.001861279
"88","01_AE","JN388131","KU230436",0.050669459,0.03270545,0.083374909
"89","01_AE","EU743780","EU743779",0.00860308,0.00710091,0.01570399
"90","01_AE","KY658688","KF859741",0.024984982,0.025674266,0.050659248
"91","01_AE","KY580643","KT185724",0.018769088,0.027860127,0.046629215
"92","01_AE","AB220947","AB220944",0.012453673,0.00670515,0.019158823
"93","01_AE","AY358040","AY945724",0.029759811,0.035776741,0.065536552
"94","01_AE","KU230426","AY358056",0.037849864,0.028980749,0.066830613
"95","01_AE","AY713420","DQ354117",0.019587215,0.021066928,0.040654143
"96","01_AE","JN248318","JN248338",0.020220796,0.016746583,0.036967379
"97","01_AE","KJ952991","JX448238",0.01721612,0.027153832,0.044369952
"98","01_AE","JX112865","JX112862",0.008623104,0.002895768,0.011518872
"99","01_AE","JX512898","EU743758",0.040657989,0.043624016,0.084282005
"100","01_AE","HQ691013","JN860768",0.030431317,0.030914902,0.061346219
"101","01_AE","EU743794","HQ245667",0.041994845,0.019299445,0.06129429
"102","01_AE","GQ477441","AF209205",0.031555211,0.019111922,0.050667133
"103","01_AE","GU475023","JX112836",0.022395105,0.026341491,0.048736596
"104","01_AE","JX112834","JX112837",0.021984714,0.018982387,0.040967101
"105","01_AE","GU475031","JX112829",0.022683621,0.018470752,0.041154373
"106","01_AE","GU475020","GU475045",0.020934575,0.01803601,0.038970585
"107","01_AE","JX112811","GU564228",0.019947064,0.015962472,0.035909536
"108","01_AE","GU475013","JX112828",0.012868968,0.013673257,0.026542225
"109","01_AE","GU475016","JX112823",0.01912043,0.015841917,0.034962347
"110","01_AE","JX112841","JX112842",0.012842977,0.007376247,0.020219224
"111","01_AE","JX112840","JX112831",0.009679562,0.027945055,0.037624617
"112","01_AE","GU564224","GU564225",0.013031027,0.016057074,0.029088101
"113","01_AE","JX112826","JX112822",0.021904524,0.007110751,0.029015275
"114","01_AE","JX112838","GU475014",0.020664762,0.014405206,0.035069968
"115","01_AE","GQ845126","JX112835",0.015863416,0.017725567,0.033588983
"116","01_AE","JX112839","GU564223",0.017306709,0.012976405,0.030283114
"117","01_AE","JX112857","JX112858",0.018780778,0.010433482,0.02921426
"118","01_AE","JX112814","JX112815",0.014572609,0.013058184,0.027630793
"119","01_AE","GU564229","GU475027",0.025604909,0.026760287,0.052365196
"120","01_AE","JX112845","GU475037",0.021574094,0.02155582,0.043129914
"121","01_AE","AY358036","AY358038",0.001615023,0.003113029,0.004728052
"122","01_AE","KJ952897","KJ952917",0.005757412,0.003646055,0.009403467
"123","01_AE","HM215422","HQ699977",0,0,0
"124","01_AE","AF070711","AY358068",0.015799021,0.026018851,0.041817872
"125","01_AE","JX447941","JX447395",0.049775306,0.021366752,0.071142058
"126","01_AE","AY945732","AY444804",0.020995469,0.026404544,0.047400013
"127","01_AE","JN388141","JN388161",0.035011275,0.066121909,0.101133184
"128","01_AE","JX446790","KJ952432",0.035468688,0.030706781,0.066175469
"129","01_AE","AY713421","EF036535",0.014486347,0.034244943,0.04873129
"130","01_AE","HQ691020","AY358050",0.030517725,0.019882771,0.050400496
"131","01_AE","DQ859178","JX112869",0,0,0
"132","01_AE","KU230420","JX447294",0.023448175,0.003046294,0.026494469
"133","01_AE","JX447773","JN388211",0.037970133,0.029816511,0.067786644
"134","01_AE","GQ916569","JN248330",0.028041205,0.040615732,0.068656937
"135","01_AE","JF297225","GQ916591",0.038288773,0.034905169,0.073193942
"136","01_AE","JF680932","KU143207",0.017019275,0.006991839,0.024011114
"137","01_AE","KT185983","KF835514",0.033961825,0.047275326,0.081237151
"138","01_AE","HQ245672","HQ245670",0.026744621,0.01361174,0.040356361
"139","01_AE","KF835528","KF835527",0.026681921,0.024629228,0.051311149
"140","01_AE","AB703616","HQ699988",0.041643944,0.041661476,0.08330542
"141","01_AE","JX447480","AY713424",0.035432281,0.027821625,0.063253906
"142","01_AE","GQ916590","AY945712",0.034056406,0.020798804,0.05485521
"143","01_AE","DQ314732","DQ314731",0.010220758,0.007599866,0.017820624
"144","01_AE","EU743789","GQ916574",0.028618086,0.026883048,0.055501134
"145","01_AE","DQ789392","JX447132",0.021815846,0.035824146,0.057639992
"146","01_AE","AY945725","AY945717",0.01667008,0.007209218,0.023879298
"147","01_AE","EU743773","EU743771",0.003766174,0.003763721,0.007529895
"148","01_AE","KU230422","GQ916589",0.043397262,0.047158707,0.090555969
"149","01_AE","AY945719","KJ952242",0.023881047,0.016609993,0.04049104
"150","01_AE","AJ634685","JN944659",0.028777299,0.01983064,0.048607939
"151","01_AE","AY358048","AY358039",0.001857912,0.000927527,0.002785439
"152","01_AE","AY358049","AY358061",0.015590551,0.01429679,0.029887341
"153","01_AE","AY945728","EU743759",0.033233353,0.042083042,0.075316395
"154","01_AE","AY358052","AY358051",0.021266341,0.012046855,0.033313196
"155","01_AE","JN388081","AY358059",0.071702692,0.021211697,0.092914389
"156","01_AE","JX512894","KU230428",0,0,0
"157","01_AE","KF835518","JX446916",0.024493666,0.029692171,0.054185837
"158","01_AE","JN860761","JN388191",0.028908817,0.034187613,0.06309643
"159","01_AE","JX447359","KF835533",0.033174892,0.032372946,0.065547838
"160","01_AE","KF835502","JX112867",0.033680869,0.045428128,0.079108997
"161","01_AE","JX447454","KJ952968",0.041218031,0.036615523,0.077833554
"162","01_AE","KP873161","KP873163",0.006700661,0.005101592,0.011802253
"163","01_AE","JN248328","JN388171",0.047359712,0.040464218,0.08782393
"164","01_AE","KT185941","KY213726",0.023238622,0.026805226,0.050043848
"165","01_AE","HM215418","KF835503",0.019943297,0.018811873,0.03875517
"166","01_AE","JX447535","JX448312",0.028339402,0.029450084,0.057789486
"167","01_AE","KF268039","KF268035",0,0,0
"168","01_AE","KF268046","KF268041",6e-09,0.001885675,0.001885681
"169","01_AE","DQ518412","AJ277818",0.045834327,0.03436905,0.080203377
"170","01_AE","AF197340","U51188",0.026583566,0.030255087,0.056838653
"171","01_AE","HQ691003","KC748972",0.029117202,0.030322628,0.05943983
"172","01_AE","KU230437","KU230435",0.054397872,0.042452769,0.096850641
"173","01_AE","JX447344","JN388221",0.033095098,0.036044525,0.069139623
"174","01_AE","AY713419","JX446728",0.029974638,0.046388622,0.07636326
"175","01_AE","AY358057","AY358060",0.022699847,0.020297364,0.042997211
"176","01_AE","JX112818","EF036527",0.023520259,0.023631506,0.047151765
"177","01_AE","JN388201","EF036529",0.047511667,0.022954711,0.070466378
"178","01_AE","JX446942","JX447608",0.039371604,0.030335731,0.069707335
"179","01_AE","HM215373","HM215367",0.017446937,0.013838481,0.031285418
"180","01_AE","HM215372","JX112808",0.022371173,0.026982645,0.049353818
"181","01_AE","JX112801","JX112806",0.023789528,0.02330564,0.047095168
"182","01_AE","JX112802","HM215394",0.021983531,0.016686771,0.038670302
"183","01_AE","KC596065","JX960609",0.008772719,0.001635438,0.010408157
"184","01_AE","JX960606","JX960604",0.001179385,0.00747399,0.008653375
"185","01_AE","HQ699987","HM215424",0.0018872,0.001890604,0.003777804
"186","01_AE","JX112807","JX112852",0,0,0
"187","01_AE","HM215379","HM215377",0.012646443,0.009205402,0.021851845
"188","01_AE","JX112853","GU475026",0.021148617,0.016957277,0.038105894
"189","01_AE","JX112870","HM215385",0.020304079,0.017255126,0.037559205
"190","01_AE","JX960639","JX112803",0.026048108,0.015013709,0.041061817
"191","01_AE","GU475029","KF835542",0.021115601,0.02198088,0.043096481
"192","01_AE","KJ953664","KJ953596",0.000939667,5e-09,0.000939672
"193","01_AE","AF205864","JX447447",0.005947583,0.027703813,0.033651396
"194","01_AE","AY945716","KJ952689",0.021149981,0.017268772,0.038418753
"195","01_AE","AY358037","AY358062",0.001833777,0.003766432,0.005600209
"196","01_AE","HQ699986","HM215419",0,0,0
"197","01_AE","JX112856","KP109504",0.004684202,0.008726559,0.013410761
"198","01_AE","KM218302","HM215383",0.001860258,0.000929676,0.002789934
"199","01_AE","JX960612","JX960614",0.000973583,0.008463384,0.009436967
"200","01_AE","JX960636","HM215376",0.016813524,0.016377932,0.033191456
"201","01_AE","JX960616","GU475040",0.017895825,0.025439585,0.04333541
"202","01_AE","HM215378","JX112804",0.010127649,0.012437972,0.022565621
"203","01_AE","JX960634","JX960615",0.012938504,0.015785875,0.028724379
"204","01_AE","JX960631","JX960632",0.024583464,0.013350247,0.037933711
"205","01_AE","JX960619","JX960617",0.007219318,0.006849857,0.014069175
"206","01_AE","JX960621","JX960622",0.010066368,0.023247071,0.033313439
"207","01_AE","HQ215553","JX960637",0.012524283,0.014519384,0.027043667
"208","01_AE","JX960624","JX960623",0.004543285,0.010605926,0.015149211
"209","01_AE","JX112847","JX112846",0.018803415,0.009756227,0.028559642
"210","01_AE","HM215371","JX960629",0.007817027,0.018494242,0.026311269
"211","01_AE","JX112854","HM215389",0.024215188,0.022874632,0.04708982
"212","01_AE","JX960630","JX960626",0.022041115,0.03189609,0.053937205
"213","01_AE","JX446655","JX446848",0.026503427,0.035537673,0.0620411
"214","01_AE","JX448028","JX447283",0.031798605,0.031470705,0.06326931
"215","01_AE","KU230429","JX512895",5e-09,0.000941549,0.000941554
"216","01_AE","KU230432","JN054300",0.017191924,0.017297815,0.034489739
"217","01_AE","JN248356","GQ916571",0.033296309,0.052049325,0.085345634
"218","01_AE","JX112868","JX447177",0.049625507,0.050971174,0.100596681
"219","01_AE","JX112813","JX446710",0.028184242,0.031980327,0.060164569
"220","01_AE","KU230418","JX447493",0.041084383,0.028017215,0.069101598
"221","01_AE","JX112861","GQ916579",0.029584351,0.039352219,0.06893657
"222","01_AE","JX112863","JX112864",0.00708793,0.010364849,0.017452779
"223","01_AE","JX447305","GQ916582",0.044705371,0.042136149,0.08684152
"224","01_AE","JN860763","EU743790",0.048432971,0.044364101,0.092797072
"225","01_AE","JX448279","KJ953089",0.032474317,0.028803331,0.061277648
"226","01_AE","GQ916587","HQ690964",0.054840052,0.032934897,0.087774949
"227","01_AE","KU820849","EF036534",0.07186136,0.0348158,0.10667716
"228","01_AE","EU743785","EU743786",0.007235421,0.007040956,0.014276377
"229","01_AE","EU743782","EU743783",0.000926964,5e-09,0.000926969
"230","01_AE","AY358041","JX447875",0.017492886,0.056444093,0.073936979
"231","01_AE","JN944656","JX447746",0.027966137,0.036648535,0.064614672
"232","01_AE","EF036532","DQ859180",0.020439023,0.018430308,0.038869331
"233","01_AE","JX447902","JN944658",0.004831554,0.000933242,0.005764796
"234","01_AE","KF835499","FJ185248",0.045195794,0.031505785,0.076701579
"235","01_AE","JX446698","GQ916585",0.032017116,0.037615525,0.069632641
"236","01_AE","EU743777","EU743776",0.001889348,0.002812829,0.004702177
"237","01_AE","JN248327","JX448071",0.035424754,0.025761887,0.061186641
"238","01_AE","EU743788","KT186005",0.014960036,0.021083806,0.036043842
"239","01_AE","AY358045","AY358044",0.012772274,0.009922691,0.022694965
"240","01_AE","KF835536","KF835516",0.048470608,0.037477016,0.085947624
"241","01_AE","KF835538","JX112820",0.046452928,0.030053042,0.07650597
"242","01_AE","HM215427","HQ699993",0.001884135,0.003795538,0.005679673
"243","02_AG","AY371139","EU513198",0.045182095,0.05882666,0.104008755
"244","02_AG","JF683792","JF706405",0.083272988,0.072170037,0.155443025
"245","02_AG","AY371141","EU513196",0.038998674,0.061161798,0.100160472
"246","02_AG","JF683799","AY371124",0.075059367,0.04132943,0.116388797
"247","02_AG","EU513191","JF706428",0.058741737,0.054545608,0.113287345
"248","02_AG","DQ313247","GU201499",0.073564204,0.051048843,0.124613047
"249","02_AG","EU480469","EU480463",0.057537955,0.083404513,0.140942468
"250","02_AG","AY371142","AY371140",0.045606546,0.023551416,0.069157962
"251","02_AG","JF683806","JF683786",0.015061382,0.027526885,0.042588267
"252","02_AG","HQ385462","HQ385463",0.058597184,0.082952921,0.141550105
"253","02_AG","AF069941","HQ912707",0.048235093,0.044198565,0.092433658
"254","02_AG","KU168267","KX389649",0.038353265,0.082261518,0.120614783
"255","02_AG","JF320296","AF391551",0.064119393,0.043550861,0.107670254
"256","02_AG","JX140647","KX228823",0.000984973,0.000889113,0.001874086
"257","02_AG","AB286859","JX447146",0.03669337,0.05032161,0.08701498
"258","02_AG","EU786671","FJ694792",0.041581333,0.053191887,0.09477322
"259","02_AG","KY820466","KY820471",0.018745832,0.007154225,0.025900057
"260","02_AG","EU480472","HM215293",0.060533476,0.079689032,0.140222508
"261","02_AG","FN432725","GU201514",0.051903119,0.051702757,0.103605876
"262","02_AG","EU480475","JN248592",0.065958883,0.077214411,0.143173294
"263","02_AG","KC247962","KX389629",0.052243832,0.059724024,0.111967856
"264","02_AG","EU480466","AB231895",0.071701969,0.053161009,0.124862978
"265","02_AG","AB049811","AJ251056",0.042061664,0.054126813,0.096188477
"266","02_AG","AB231898","KX389643",0.070248603,0.064096208,0.134344811
"267","02_AG","HQ385465","EU480464",0.06731186,0.063735122,0.131046982
"268","02_AG","KR709172","HQ385454",0.056904528,0.018340161,0.075244689
"269","02_AG","GU201494","AB286855",0.041481605,0.06352445,0.105006055
"270","02_AG","KY989950","KX389617",0.06001095,0.082045528,0.142056478
"271","02_AG","HM215281","AB286863",0.055890634,0.055523397,0.111414031
"272","02_AG","EU480459","KX389647",0.040975002,0.0617849,0.102759902
"273","02_AG","EU480455","KT124792",0.064236402,0.082977452,0.147213854
"274","02_AG","AY444811","KX389621",0.073863071,0.068747904,0.142610975
"275","02_AG","HQ385455","KT223759",0.08794957,0.081255766,0.169205336
"276","02_AG","KX389610","EU513199",0.07128366,0.054331441,0.125615101
"277","02_AG","DQ168577","JN248580",0.037742088,0.075250815,0.112992903
"278","02_AG","HQ385475","AB286862",0.076658348,0.067530432,0.14418878
"279","02_AG","KU168266","AY444809",0.064868067,0.068306187,0.133174254
"280","02_AG","EU513187","HQ385450",0.058441186,0.052044973,0.110486159
"281","02_AG","HQ616097","HQ616086",0.035491971,0.018905913,0.054397884
"282","02_AG","AY231152","EU480468",0.030437164,0.067336312,0.097773476
"283","02_AG","KX232616","KX232625",0.036008373,0.026438183,0.062446556
"284","02_AG","KX389624","HQ595796",0.053289099,0.05884835,0.112137449
"285","02_AG","HM215264","HQ385457",0.062526033,0.027404297,0.08993033
"286","02_AG","EU480465","HQ385468",0.064495968,0.046951482,0.11144745
"287","02_AG","AB231896","EU513195",0.069949331,0.066711817,0.136661148
"288","02_AG","EU480460","EU480476",0.054667998,0.065363211,0.120031209
"289","02_AG","HQ385476","AJ251057",0.073275127,0.048039351,0.121314478
"290","02_AG","EU480470","DL258709",0.073936267,0.035556241,0.109492508
"291","02_AG","JN248590","AY371128",0.062907291,0.076670192,0.139577483
"292","02_AG","KP411845","KP411844",0.135925985,0.121544416,0.257470401
"293","02_AG","JF683795","AY371130",0.054158917,0.064079058,0.118237975
"294","02_AG","AY371134","AY371131",0.039203104,0.038928512,0.078131616
"295","02_AG","JN687776","HM215291",0.069316822,0.034063034,0.103379856
"296","02_AG","AY371132","GU201495",0.020357617,0.011072135,0.031429752
"297","02_AG","AY371123","HQ912706",0.033360737,0.021291505,0.054652242
"298","02_AG","AJ286133","EU513184",0.035027853,0.066390853,0.101418706
"299","02_AG","KX228824","JX140646",0,0,0
"300","02_AG","GU201512","AY371129",0.006578038,0.014860323,0.021438361
"301","02_AG","AY371127","AY371125",0.053337862,0.054338618,0.10767648
"302","02_AG","EU884501","KX228814",0.001862324,5e-09,0.001862329
"303","A1","KJ158436","FJ866121",0.083383875,0.060956268,0.144340143
"304","A1","FJ623478","AF457053",0.052411371,0.054293052,0.106704423
"305","A1","KU921752","KU921776",0.067640121,0.071498498,0.139138619
"306","A1","FJ623483","KT022374",0.065152234,0.069938878,0.135091112
"307","A1","KT152840","KT152843",0.039884664,0.039647601,0.079532265
"308","A1","KT152846","KT152839",0.036325667,0.055327051,0.091652718
"309","A1","KU921759","FJ623476",0.086132528,0.065471147,0.151603675
"310","A1","HM215298","KX907372",0.001865643,5e-09,0.001865648
"311","A1","AF457075","KP109490",0.046059973,0.052434748,0.098494721
"312","A1","JX508880","JX508878",0.007613383,0.004742265,0.012355648
"313","A1","HM215347","FJ623477",0.033425076,0.049693463,0.083118539
"314","A1","HQ540689","KT022383",0.078004327,0.048448954,0.126453281
"315","A1","FJ623485","HM215271",0.041919237,0.078797091,0.120716328
"316","A1","HM215258","KX907347",0,0,0
"317","A1","KT022384","KT022376",0.007579156,6e-09,0.007579162
"318","A1","AF457080","HQ615970",0.057513729,0.047125289,0.104639018
"319","A1","FJ623484","FJ623481",0.016819992,0.023740613,0.040560605
"320","A1","AF457066","KU921745",0.027887153,0.071158298,0.099045451
"321","A1","JF683767","AY713406",0.057917101,0.058286167,0.116203268
"322","A1","EU853030","EU853038",0.01142068,0.010534894,0.021955574
"323","A1","EU853070","EU853062",5e-09,0.006673319,0.006673324
"324","A1","AF457052","HM215275",0.053270666,0.074406323,0.127676989
"325","A1","JX508855","JX508857",0.011455366,0.007721457,0.019176823
"326","A1","AF457070","AF484507",0.053075912,0.05771837,0.110794282
"327","A1","AF069670","MF373168",0.012853582,0.056203164,0.069056746
"328","A1","AF457063","AF457055",0.025034281,0.042147508,0.067181789
"329","A1","KT022375","MF373181",0.081734043,0.071394311,0.153128354
"330","A1","KU921804","L22957",0.085232493,0.032469667,0.11770216
"331","A1","AY669701","MF373124",0.049509262,0.06170259,0.111211852
"332","A1","KX129497","AY772997",0.057158952,0.060367966,0.117526918
"333","A1","KU865820","KU865783",0.010067394,0.004788723,0.014856117
"334","A1","AY669705","AB098332",0.040181429,0.034282867,0.074464296
"335","A1","FJ647148","AF107771",0.051881666,0.052596331,0.104477997
"336","A1","KU143241","KU921841",0.072719835,0.08260518,0.155325015
"337","A1","KX232624","KX232621",0.040402675,0.01863999,0.059042665
"338","A1","KX232614","KX232607",0.040574907,0.032831196,0.073406103
"339","A1","KX232618","KX232619",0.013771211,0.01083354,0.024604751
"340","A1","KX232609","KX232610",0.021098162,0.019981232,0.041079394
"341","A1","HM215266","KU921755",0.054831815,0.07928312,0.134114935
"342","A1","HM215299","KX983566",0.059264551,0.069707403,0.128971954
"343","A1","KU749423","KF716478",0.072281796,0.068585443,0.140867239
"344","A1","AF457081","HM215272",0.05354941,0.068633318,0.122182728
"345","A1","JX096639","KP223844",0.024903877,0.029064739,0.053968616
"346","A1","HM623589","HQ385452",0.124731154,0.068408471,0.193139625
"347","A1","HQ595782","KU168256",0.111295362,0.086404659,0.197700021
"348","A1","HQ385453","HQ385464",0.087242048,0.013187126,0.100429174
"349","A1","HQ385459","HQ385473",0.041808993,0.093374496,0.135183489
"350","A1","JQ403028","HQ595784",0.078262172,0.086310947,0.164573119
"351","A1","AY669704","M62320",0.038618443,0.032661176,0.071279619
"352","A1","KU921835","AF407154",0.091245809,0.066019607,0.157265416
"353","A1","JX508881","JX508883",0.007163386,0.008127834,0.01529122
"354","A1","KF725913","KF725939",0.009415095,0.01173915,0.021154245
"355","A1","FM165626","FM165645",0.049466884,0.03095667,0.080423554
"356","A1","KX907336","HQ615971",0.052293105,0.0544939,0.106787005
"357","A1","KY658696","HM204621",0.053904326,0.088497616,0.142401942
"358","A1","KP718918","KP718928",0.044877652,0.041620507,0.086498159
"359","A1","JX508859","JX508862",0.03642099,0.026198734,0.062619724
"360","A1","JX508875","JX508877",0.012261464,0.01193833,0.024199794
"361","A1","KU921738","KX983624",0.081075359,0.06628326,0.147358619
"362","A1","KU749424","KX907431",0.07572913,0.049529689,0.125258819
"363","A1","AF407160","EU110094",0.039805133,0.05307175,0.092876883
"364","A1","EU110088","AF457079",0.075352515,0.032575721,0.107928236
"365","A1","HM215333","KX907412",0.000926758,5e-09,0.000926763
"366","A1","AY322193","AF407151",0.038433776,0.036947404,0.07538118
"367","A1","KX168070","KX168085",0.006760672,0.005608109,0.012368781
"368","A1","FJ670519","KX228815",0.003193031,0.000610695,0.003803726
"369","A1","KT022380","FJ623479",0.069262401,0.074192097,0.143454498
"370","A1","KX907341","HM215255",0.003001721,0.003672409,0.00667413
"371","A1","KX907343","HM215257",0.002850927,0.003894088,0.006745015
"372","A1","KX907389","AF457065",0.059873727,0.062392313,0.12226604
"373","A1","HM204620","HQ659593",0.068284014,0.045375366,0.11365938
"374","A1","HM215306","KX907383",0,0,0
"375","A1","KX907378","HM215303",5e-09,0.000931014,0.000931019
"376","A1","KX907348","KX907401",0.061447999,0.049722784,0.111170783
"377","A1","HQ615979","AF361873",0.060453553,0.053687663,0.114141216
"378","A1","KX907346","KX907414",0.044613924,0.082113086,0.12672701
"379","A1","FJ670523","KY496622",0.022746224,0.044117835,0.066864059
"380","A1","EU668966","FJ388893",0,0,0
"381","A1","FJ388894","EU668971",0,0,0
"382","A1","JF683761","JF683760",0.002936168,0.023455487,0.026391655
"383","A1","JF683782","JF683783",0.021425454,0.029898233,0.051323687
"384","A1","JF683737","JF683748",0.048212264,0.035496172,0.083708436
"385","A1","FJ388938","EU668968",0,0,0
"386","A1","FJ388925","EU668982",0.019893545,0.033095852,0.052989397
"387","A1","FJ388946","EU668965",0,0,0
"388","A1","KU921772","MF373167",0.068817303,0.034022412,0.102839715
"389","A1","KT022369","KT022360",0.043591049,0.064906038,0.108497087
"390","A1","AF484478","HQ595767",0.031288628,0.061183818,0.092472446
"391","A1","KX228810","KF859745",0.000318935,0.006272885,0.00659182
"392","A1","KY658695","KU921726",0.064239331,0.070519711,0.134759042
"393","A1","AF418562","HM204648",0.046986484,0.078676931,0.125663415
