"","subtype","tip1.label","tip2.label","tip1.len","tip2.len","total.length","VR1.indel","VR1.nt","VR1.len","VR2.indel","VR2.nt","VR2.len","VR3.indel","VR3.nt","VR3.len","VR4.indel","VR4.nt","VR4.len","VR5.indel","VR5.nt","VR5.len"
"27","AE","JX446942","JX447608",18.339,17.3424,35.6814,FALSE,6,96,FALSE,21,133.5,TRUE,0,105,FALSE,9,82.5,FALSE,42,54
"28","AE","HM215373","HM215367",9.25187,8.25529,17.50716,FALSE,6,96,FALSE,6,117,TRUE,0,105,FALSE,15,70.5,TRUE,0,33
"29","AE","HM215372","JX112808",11.9879,15.0125,27.0004,FALSE,21,88.5,TRUE,0,120,TRUE,0,105,TRUE,0,78,FALSE,3,34.5
"30","AE","JX112801","JX112806",11.1146,11.1173,22.2319,FALSE,21,88.5,FALSE,6,126,TRUE,0,105,TRUE,0,78,TRUE,0,30
"31","AE","JX112802","HM215394",9.60579,8.54625,18.15204,FALSE,33,91.5,FALSE,3,124.5,TRUE,0,105,TRUE,0,78,TRUE,0,33
"32","AE","KC596065","JX960609",1.82888,0.194387,2.023267,TRUE,0,96,TRUE,0,120,TRUE,0,105,TRUE,0,81,FALSE,6,33
"33","AE","JX960606","JX960604",2.7785,3.0824,5.8609,FALSE,15,85.5,TRUE,0,120,TRUE,0,105,TRUE,0,75,TRUE,0,33
"34","AE","HQ699987","HM215424",1.29185,1.29185,2.5837,TRUE,0,69,TRUE,0,120,TRUE,0,105,TRUE,0,78,TRUE,0,36
"35","AE","JX112807","JX112852",2.68583,0,2.68583,TRUE,0,78,TRUE,0,120,TRUE,0,105,TRUE,0,78,TRUE,0,36
"36","AE","HM215379","HM215377",7.00653,7.00653,14.01306,FALSE,15,97.5,TRUE,0,120,TRUE,0,105,FALSE,3,76.5,TRUE,0,33
"37","AE","JX112853","GU475026",10.7512,11.2933,22.0445,FALSE,15,82.5,TRUE,0,120,TRUE,0,105,TRUE,0,78,TRUE,0,30
"38","AE","JX112870","HM215385",11.4122,9.24641,20.65861,FALSE,18,90,FALSE,3,121.5,TRUE,0,105,TRUE,0,78,TRUE,0,30
"39","AE","JX960639","JX112803",8.8085,8.95087,17.75937,FALSE,3,82.5,FALSE,15,136.5,TRUE,0,105,TRUE,0,78,FALSE,3,31.5
"40","AE","GU475029","KF835542",12.4012,11.6429,24.0441,FALSE,6,81,FALSE,3,121.5,TRUE,0,105,FALSE,9,64.5,FALSE,6,33
"41","AE","KJ953664","KJ953596",0.676481,2.67932e-06,0.67648367932,TRUE,0,84,TRUE,0,117,TRUE,0,108,TRUE,0,99,TRUE,0,39
"42","AE","AF205864","JX447447",3.31774,15.3177,18.63544,FALSE,6,84,FALSE,3,121.5,TRUE,0,105,FALSE,3,85.5,TRUE,0,30
"43","AE","AY945716","KJ952689",11.539,10.5397,22.0787,TRUE,0,81,TRUE,0,126,TRUE,0,105,FALSE,21,85.5,TRUE,0,30
"44","AE","AY358037","AY358062",0.982656,1.33065,2.313306,TRUE,0,81,TRUE,0,120,TRUE,0,105,FALSE,12,96,TRUE,0,30
"45","AE","HQ699986","HM215419",0,0,0,TRUE,0,78,TRUE,0,126,TRUE,0,105,TRUE,0,81,TRUE,0,33
"46","AE","JX112856","KP109504",3.09014,4.67625,7.76639,TRUE,0,87,FALSE,6,135,TRUE,0,105,TRUE,0,90,FALSE,6,30
"47","AE","KM218302","HM215383",1.65053,0.648472,2.299002,TRUE,0,81,TRUE,0,126,TRUE,0,105,TRUE,0,84,TRUE,0,36
"48","AE","JX960612","JX960614",1.88754,2.83757,4.72511,TRUE,0,81,FALSE,3,130.5,TRUE,0,105,FALSE,6,93,FALSE,3,34.5
"49","AE","JX960636","HM215376",8.7889,7.40081,16.18971,TRUE,0,81,FALSE,6,129,TRUE,0,105,TRUE,0,90,TRUE,0,36
"50","AE","JX960616","GU475040",12.0878,9.67306,21.76086,FALSE,6,84,FALSE,9,127.5,TRUE,0,105,FALSE,3,91.5,TRUE,0,33
"51","AE","HM215378","JX112804",4.7451,6.80671,11.55181,FALSE,3,85.5,FALSE,6,126,TRUE,0,105,FALSE,6,93,FALSE,3,31.5
"52","AE","JX960634","JX960615",8.1396,7.77821,15.91781,FALSE,9,85.5,FALSE,6,129,TRUE,0,105,FALSE,6,87,TRUE,0,33
"53","AE","JX960631","JX960632",9.86496,10.7082,20.57316,FALSE,36,96,FALSE,9,136.5,TRUE,0,105,FALSE,18,96,TRUE,0,39
"54","AE","JX960619","JX960617",4.9772,3.33722,8.31442,FALSE,12,87,FALSE,9,133.5,NA,NA,57,TRUE,0,90,FALSE,9,40.5
"55","AE","JX960621","JX960622",7.37411,8.26665,15.64076,FALSE,12,87,FALSE,3,124.5,TRUE,0,105,TRUE,0,90,FALSE,6,36
"56","AE","HQ215553","JX960637",6.97347,7.36772,14.34119,TRUE,0,81,FALSE,9,130.5,TRUE,0,105,FALSE,3,79.5,FALSE,9,34.5
"57","AE","JX960624","JX960623",4.14986,3.7118,7.86166,TRUE,0,81,FALSE,3,121.5,TRUE,0,105,FALSE,9,94.5,TRUE,0,27
"58","AE","JX112847","JX112846",7.50432,7.50432,15.00864,TRUE,0,81,FALSE,6,138,TRUE,0,105,TRUE,0,90,FALSE,21,43.5
"59","AE","HM215371","JX960629",6.12309,9.71789,15.84098,TRUE,0,81,FALSE,6,123,TRUE,0,105,FALSE,12,84,FALSE,9,31.5
"60","AE","JX112854","HM215389",11.3331,11.793,23.1261,FALSE,12,84,FALSE,15,121.5,TRUE,0,105,FALSE,9,103.5,FALSE,6,33
"61","AE","JX960630","JX960626",13.0119,13.7074,26.7193,FALSE,6,78,FALSE,9,124.5,TRUE,0,105,FALSE,18,75,FALSE,3,28.5
"62","AE","JX446655","JX446848",16.3973,17.3966,33.7939,FALSE,6,93,FALSE,6,129,TRUE,0,105,FALSE,12,105,FALSE,3,34.5
"63","AE","JX448028","JX447283",17.8925,16.8932,34.7857,FALSE,9,52.5,FALSE,12,123,TRUE,0,105,FALSE,27,88.5,FALSE,3,34.5
"64","AE","KU230429","JX512895",0,0,0,TRUE,0,84,TRUE,0,120,TRUE,0,105,TRUE,0,69,TRUE,0,30
"65","AE","KU230432","JN054300",10.4819,9.80295,20.28485,FALSE,3,82.5,FALSE,3,127.5,TRUE,0,105,FALSE,6,72,FALSE,6,33
"66","AE","JN248356","GQ916571",21.2777,23.7692,45.0469,FALSE,15,109.5,FALSE,15,133.5,TRUE,0,105,FALSE,21,76.5,TRUE,0,39
"67","AE","JX112868","JX447177",26.9316,25.5271,52.4587,FALSE,6,93,FALSE,48,159,FALSE,3,106.5,FALSE,45,85.5,FALSE,6,42
"68","AE","JX112813","JX446710",17.9295,16.462,34.3915,FALSE,9,88.5,FALSE,3,136.5,TRUE,0,105,FALSE,3,88.5,TRUE,0,33
"69","AE","KU230418","JX447493",20.0565,17.6335,37.69,FALSE,39,100.5,TRUE,0,141,TRUE,0,105,FALSE,12,93,FALSE,3,46.5
"70","AE","JX112861","GQ916579",15.4061,21.0874,36.4935,FALSE,3,94.5,FALSE,12,123,TRUE,0,105,FALSE,12,84,TRUE,0,33
"71","AE","JX112863","JX112864",5.65285,5.65285,11.3057,FALSE,3,103.5,TRUE,0,126,TRUE,0,105,FALSE,6,84,TRUE,0,33
"72","AE","JX447305","GQ916582",23.4502,22.5793,46.0295,FALSE,18,66,FALSE,15,151.5,FALSE,3,106.5,FALSE,12,84,FALSE,18,33
"73","AE","JN860763","EU743790",23.5789,22.5796,46.1585,TRUE,0,90,FALSE,9,118.5,FALSE,3,106.5,FALSE,6,81,FALSE,9,37.5
"74","AE","JX448279","KJ953089",18.3379,13.3358,31.6737,FALSE,39,91.5,TRUE,0,135,FALSE,3,106.5,FALSE,3,103.5,FALSE,9,34.5
"75","AE","GQ916587","HQ690964",24.867,21.713,46.58,FALSE,27,97.5,FALSE,3,124.5,FALSE,3,103.5,FALSE,24,72,FALSE,3,37.5
"76","AE","KU820849","EF036534",32.0375,22.1867,54.2242,FALSE,21,94.5,FALSE,39,142.5,TRUE,0,105,FALSE,24,72,FALSE,3,34.5
"77","AE","EU743785","EU743786",3.74427,3.74427,7.48854,FALSE,9,85.5,FALSE,3,157.5,FALSE,3,103.5,TRUE,0,78,TRUE,0,30
"78","AE","EU743782","EU743783",0,0,0,TRUE,0,96,TRUE,0,192,TRUE,0,105,TRUE,0,96,TRUE,0,39
"79","AE","AY358041","JX447875",14.2502,21.2454,35.4956,FALSE,18,90,FALSE,21,130.5,TRUE,0,105,TRUE,0,93,FALSE,3,31.5
"80","AE","JN944656","JX447746",15.9188,18.914,34.8328,FALSE,21,94.5,FALSE,3,118.5,TRUE,0,105,FALSE,24,84,FALSE,3,37.5
"81","AE","EF036532","DQ859180",10.325,9.87614,20.20114,FALSE,6,81,FALSE,12,129,TRUE,0,105,FALSE,21,70.5,FALSE,3,34.5
"82","AE","JX447902","JN944658",0.999316,0,0.999316,NA,NA,82.5,NA,NA,96,TRUE,0,108,TRUE,0,72,TRUE,0,36
"83","AE","KF835499","FJ185248",22.4947,12.6658,35.1605,FALSE,21,88.5,FALSE,3,124.5,TRUE,0,105,FALSE,12,75,FALSE,21,40.5
"84","AE","JX446698","GQ916585",17.1568,19.499,36.6558,FALSE,6,84,FALSE,15,136.5,TRUE,0,105,FALSE,36,96,FALSE,12,45
"85","AE","EU743777","EU743776",0.570067,0.570067,1.140134,TRUE,0,111,TRUE,0,126,TRUE,0,105,TRUE,0,60,TRUE,0,39
"86","AE","JN248327","JX448071",15.8131,18.8138,34.6269,FALSE,6,84,FALSE,6,123,TRUE,0,105,FALSE,15,94.5,FALSE,6,30
"87","AE","EU743788","KT186005",6.66968,10.489,17.15868,FALSE,12,87,FALSE,18,123,TRUE,0,105,FALSE,33,79.5,TRUE,0,33
"88","AE","AY358045","AY358044",6.99587,6.99587,13.99174,FALSE,24,81,FALSE,3,118.5,TRUE,0,105,FALSE,9,91.5,FALSE,6,33
"89","AE","KF835536","KF835516",21.9311,21.9311,43.8622,FALSE,6,84,FALSE,18,129,TRUE,0,105,FALSE,9,88.5,FALSE,3,31.5
"90","AE","KF835538","JX112820",20.0273,19.9507,39.978,FALSE,3,94.5,TRUE,0,117,TRUE,0,105,FALSE,9,88.5,FALSE,9,34.5
"91","AE","HM215427","HQ699993",3.23435,3.23435,6.4687,TRUE,0,75,TRUE,0,117,TRUE,0,105,FALSE,18,93,FALSE,6,33
"92","AE","JN388111","AY945731",24.4183,16.4156,40.8339,FALSE,12,87,FALSE,12,135,TRUE,0,105,FALSE,54,87,FALSE,12,36
"93","AE","JX447300","JX446888",22.861,22.861,45.722,TRUE,0,84,FALSE,9,121.5,TRUE,0,105,FALSE,9,85.5,FALSE,12,36
"94","AE","KU230417","GQ916578",18.2221,16.4972,34.7193,FALSE,6,90,FALSE,18,132,TRUE,0,105,FALSE,3,88.5,FALSE,6,36
"95","AE","JX447018","KF268036",12.2316,20.2316,32.4632,FALSE,12,90,FALSE,15,130.5,TRUE,0,105,FALSE,21,73.5,FALSE,6,33
"96","AE","JX447726","JX447117",21.3007,18.3027,39.6034,FALSE,9,85.5,FALSE,9,127.5,TRUE,0,105,FALSE,6,93,FALSE,3,34.5
"97","AE","JX446910","JX447266",15.8108,13.8149,29.6257,FALSE,9,85.5,FALSE,6,126,TRUE,0,105,FALSE,18,93,TRUE,0,33
"98","AE","AY358048","AY358039",0.995589,0.497029,1.492618,TRUE,0,96,TRUE,0,120,TRUE,0,105,FALSE,9,88.5,TRUE,0,39
"99","AE","HM215422","HQ699977",0.234532,0,0.234532,TRUE,0,78,TRUE,0,129,TRUE,0,105,TRUE,0,99,TRUE,0,30
"100","AE","AF070711","AY358068",8.46613,13.604,22.07013,FALSE,21,79.5,FALSE,3,127.5,TRUE,0,105,FALSE,24,96,FALSE,9,34.5
"101","AE","JX447941","JX447395",20.695,16.6978,37.3928,FALSE,24,78,FALSE,9,124.5,TRUE,0,105,FALSE,9,79.5,FALSE,9,34.5
"102","AE","AY945732","AY444804",12.4277,14.1493,26.577,FALSE,3,82.5,FALSE,3,121.5,TRUE,0,105,FALSE,9,97.5,FALSE,3,34.5
"103","AE","JN388141","JN388161",24.2341,25.2334,49.4675,FALSE,9,94.5,FALSE,21,169.5,TRUE,0,105,FALSE,15,94.5,TRUE,0,42
"104","AE","JX446790","KJ952432",20.9673,13.9639,34.9312,FALSE,21,85.5,FALSE,24,132,TRUE,0,105,FALSE,30,93,FALSE,3,31.5
"105","AE","AY713421","EF036535",7.87685,17.8755,25.75235,FALSE,12,87,FALSE,3,124.5,TRUE,0,105,FALSE,27,88.5,FALSE,12,39
"106","AE","HQ691020","AY358050",17.1942,10.9602,28.1544,FALSE,9,85.5,FALSE,48,153,TRUE,0,105,FALSE,21,85.5,FALSE,3,31.5
"107","AE","DQ859178","JX112869",0,3.78645,3.78645,TRUE,0,84,TRUE,0,117,TRUE,0,105,TRUE,0,87,TRUE,0,33
"108","AE","KU230420","JX447294",9.16287,3.21626,12.37913,FALSE,12,90,FALSE,18,135,TRUE,0,105,FALSE,9,82.5,TRUE,0,33
"109","AE","JX447773","JN388211",18.0585,18.0612,36.1197,FALSE,6,93,FALSE,9,127.5,TRUE,0,105,FALSE,18,90,FALSE,3,34.5
"110","AE","GQ916569","JN248330",18.681,16.2662,34.9472,FALSE,6,81,FALSE,3,136.5,FALSE,3,106.5,TRUE,0,90,TRUE,0,30
"111","AE","JF297225","GQ916591",18.8156,21.1127,39.9283,FALSE,9,100.5,FALSE,6,129,TRUE,0,105,FALSE,6,90,FALSE,3,31.5
"112","AE","JF680932","KU143207",8.11113,4.66418,12.77531,FALSE,18,84,FALSE,6,123,TRUE,0,105,NA,NA,79.5,FALSE,9,37.5
"113","AE","KT185983","KF835514",22.0505,20.3531,42.4036,FALSE,6,78,FALSE,9,127.5,TRUE,0,105,FALSE,9,82.5,FALSE,3,37.5
"114","AE","HQ245672","HQ245670",10.8181,9.82153,20.63963,FALSE,9,85.5,FALSE,3,121.5,TRUE,0,105,TRUE,0,84,FALSE,6,39
"115","AE","KF835528","KF835527",13.3154,13.3154,26.6308,FALSE,30,87,FALSE,6,129,TRUE,0,105,FALSE,3,76.5,FALSE,3,37.5
"116","AE","AB703616","HQ699988",23.1691,21.165,44.3341,FALSE,9,97.5,FALSE,3,121.5,TRUE,0,105,FALSE,9,88.5,FALSE,3,46.5
"117","AE","JX447480","AY713424",21.0638,11.0624,32.1262,FALSE,24,90,FALSE,3,127.5,FALSE,3,103.5,FALSE,6,87,FALSE,3,31.5
"118","AE","GQ916590","AY945712",19.3663,11.0323,30.3986,FALSE,3,82.5,FALSE,6,120,TRUE,0,105,FALSE,6,90,FALSE,6,36
"119","AE","DQ314732","DQ314731",6.23212,6.23212,12.46424,FALSE,3,76.5,FALSE,15,127.5,TRUE,0,105,FALSE,36,102,FALSE,6,36
"120","AE","EU743789","GQ916574",15.138,15.5542,30.6922,FALSE,36,96,FALSE,39,157.5,TRUE,0,105,FALSE,21,73.5,FALSE,9,37.5
"121","AE","DQ789392","JX447132",12.594,19.1969,31.7909,FALSE,3,79.5,TRUE,0,120,TRUE,0,105,FALSE,6,75,FALSE,3,37.5
"122","AE","AY945725","AY945717",6.80281,5.80349,12.6063,FALSE,3,85.5,FALSE,6,126,TRUE,0,105,FALSE,3,85.5,FALSE,3,37.5
"123","AE","EU743773","EU743771",0.408268,0.408268,0.816536,TRUE,0,111,FALSE,12,126,TRUE,0,105,TRUE,0,60,FALSE,9,31.5
"124","AE","KU230422","GQ916589",24.3892,22.1989,46.5881,FALSE,3,82.5,TRUE,0,123,TRUE,0,105,FALSE,9,94.5,FALSE,3,37.5
"125","AE","AY945719","KJ952242",12.4973,10.4987,22.996,NA,NA,82.5,FALSE,6,132,TRUE,0,105,FALSE,9,79.5,TRUE,0,33
"126","AE","AJ634685","JN944659",13.9072,16.9106,30.8178,FALSE,27,100.5,FALSE,12,120,TRUE,0,105,FALSE,3,94.5,NA,NA,31.5
"127","AE","GU475023","JX112836",13.1741,12.7799,25.954,FALSE,3,88.5,TRUE,0,120,TRUE,0,105,TRUE,0,84,FALSE,9,31.5
"128","AE","JX112834","JX112837",11.2265,11.4237,22.6502,FALSE,48,111,FALSE,30,138,TRUE,0,105,TRUE,0,84,FALSE,3,31.5
"129","AE","GU475031","JX112829",9.94932,10.1601,20.10942,FALSE,9,91.5,FALSE,9,127.5,TRUE,0,105,FALSE,3,85.5,TRUE,0,30
"130","AE","GU475020","GU475045",10.1239,9.95959,20.08349,FALSE,6,90,FALSE,33,130.5,TRUE,0,105,FALSE,6,81,TRUE,0,33
"131","AE","JX112811","GU564228",8.68256,6.88105,15.56361,FALSE,21,85.5,FALSE,3,121.5,TRUE,0,105,FALSE,12,90,FALSE,3,31.5
"132","AE","GU475013","JX112828",7.83888,6.69446,14.53334,FALSE,33,76.5,FALSE,3,124.5,TRUE,0,105,FALSE,6,81,FALSE,3,31.5
"133","AE","GU475016","JX112823",9.62001,8.42905,18.04906,FALSE,15,85.5,FALSE,3,118.5,TRUE,0,105,FALSE,3,76.5,FALSE,15,46.5
"134","AE","JX112841","JX112842",5.75745,5.88339,11.64084,TRUE,0,93,FALSE,3,118.5,TRUE,0,105,TRUE,0,84,FALSE,12,36
"135","AE","JX112840","JX112831",9.63605,9.47726,19.11331,FALSE,3,91.5,FALSE,3,124.5,TRUE,0,105,FALSE,3,85.5,TRUE,0,30
"136","AE","GU564224","GU564225",7.31157,7.3937,14.70527,FALSE,6,90,FALSE,15,127.5,TRUE,0,105,TRUE,0,78,TRUE,0,30
"137","AE","JX112826","JX112822",8.88822,8.92107,17.80929,FALSE,12,84,FALSE,21,130.5,TRUE,0,105,FALSE,9,85.5,TRUE,0,39
"138","AE","JX112838","GU475014",8.51861,9.33449,17.8531,FALSE,54,93,TRUE,0,120,TRUE,0,105,TRUE,0,84,FALSE,3,37.5
"139","AE","GQ845126","JX112835",8.17655,9.91509,18.09164,FALSE,21,97.5,FALSE,15,127.5,FALSE,3,106.5,TRUE,0,84,FALSE,3,31.5
"140","AE","JX112839","GU564223",8.99583,6.80829,15.80412,FALSE,12,93,FALSE,6,132,TRUE,0,105,FALSE,9,85.5,FALSE,6,36
"141","AE","JX112857","JX112858",7.66791,7.66791,15.33582,FALSE,9,82.5,FALSE,9,130.5,TRUE,0,105,FALSE,9,85.5,TRUE,0,33
"142","AE","JX112814","JX112815",6.78336,6.78336,13.56672,FALSE,27,103.5,FALSE,3,115.5,TRUE,0,105,FALSE,3,91.5,FALSE,6,39
"143","AE","GU564229","GU475027",11.8479,14.8513,26.6992,FALSE,3,85.5,FALSE,6,126,TRUE,0,105,FALSE,3,82.5,TRUE,0,33
"144","AE","JX112845","GU475037",11.9674,11.6854,23.6528,FALSE,15,73.5,TRUE,0,123,TRUE,0,105,FALSE,21,112.5,TRUE,0,30
"145","AE","AY358036","AY358038",0.281037,0.281037,0.562074,TRUE,0,87,FALSE,3,127.5,TRUE,0,105,TRUE,0,81,TRUE,0,30
"146","AE","KJ952897","KJ952917",2.04225,1.95379,3.99604,FALSE,12,78,FALSE,6,129,TRUE,0,105,TRUE,0,78,FALSE,3,31.5
"147","AE","AY713420","DQ354117",11.0855,11.0827,22.1682,FALSE,3,79.5,FALSE,12,132,TRUE,0,105,FALSE,21,91.5,FALSE,6,36
"148","AE","JN248318","JN248338",10.4041,10.4068,20.8109,FALSE,6,84,FALSE,3,124.5,TRUE,0,105,FALSE,9,88.5,TRUE,0,30
"149","AE","KJ952991","JX448238",9.2255,15.9044,25.1299,TRUE,0,87,FALSE,9,118.5,TRUE,0,105,FALSE,6,81,FALSE,3,34.5
"150","AE","JX112865","JX112862",3.24517,3.24517,6.49034,FALSE,33,97.5,FALSE,3,121.5,TRUE,0,105,TRUE,0,78,TRUE,0,30
"151","AE","JX512898","EU743758",20.9625,18.0932,39.0557,FALSE,12,96,TRUE,0,129,TRUE,0,105,FALSE,9,64.5,FALSE,18,39
"152","AE","HQ691013","JN860768",14.9682,18.741,33.7092,FALSE,6,84,FALSE,3,121.5,FALSE,3,106.5,FALSE,9,88.5,FALSE,6,36
"153","AE","EU743794","HQ245667",17.6203,14.6224,32.2427,FALSE,6,96,FALSE,6,120,TRUE,0,105,FALSE,15,85.5,FALSE,3,34.5
"154","AE","GQ477441","AF209205",20.4517,5.44823,25.89993,TRUE,0,93,TRUE,0,120,TRUE,0,105,TRUE,0,84,TRUE,0,30
"155","AE","KU230433","KU230434",18.2211,18.3197,36.5408,FALSE,33,100.5,TRUE,0,120,TRUE,0,105,TRUE,0,81,FALSE,6,33
"156","AE","JX446873","JX447884",20.4949,20.4921,40.987,FALSE,9,91.5,FALSE,3,139.5,TRUE,0,105,FALSE,15,73.5,FALSE,9,37.5
"157","AE","KT185744","JX512893",0.475763,0.489452,0.965215,TRUE,0,87,TRUE,0,138,TRUE,0,105,TRUE,0,78,TRUE,0,30
"158","AE","JN388131","KU230436",22.2839,24.017,46.3009,FALSE,6,84,TRUE,0,117,TRUE,0,105,FALSE,9,85.5,FALSE,6,36
"159","AE","EU743780","EU743779",3.35021,3.35021,6.70042,FALSE,6,87,FALSE,39,154.5,TRUE,0,102,TRUE,0,93,FALSE,21,61.5
"160","AE","KY658688","KF859741",17.8881,13.8881,31.7762,FALSE,3,91.5,FALSE,6,123,TRUE,0,105,FALSE,3,73.5,FALSE,9,37.5
"161","AE","KY580643","KT185724",11.7845,12.51,24.2945,FALSE,3,43.5,FALSE,9,124.5,TRUE,0,102,TRUE,0,78,FALSE,12,33
"162","AE","AB220947","AB220944",5.80467,4.80809,10.61276,TRUE,0,84,FALSE,15,127.5,TRUE,0,105,TRUE,0,84,TRUE,0,33
"163","AE","AY358040","AY945724",16.5259,16.5232,33.0491,FALSE,27,61.5,TRUE,0,120,FALSE,3,106.5,FALSE,9,85.5,FALSE,6,36
"164","AE","KU230426","AY358056",23.7755,14.3847,38.1602,FALSE,36,69,TRUE,0,132,TRUE,0,105,FALSE,6,81,TRUE,0,36
"165","AE","AF209206","DQ859179",7.32288,21.327,28.64988,TRUE,0,84,TRUE,0,123,TRUE,0,105,FALSE,12,90,FALSE,6,39
"166","AE","AF164485","DL258716",9.03344,11.0293,20.06274,FALSE,9,79.5,FALSE,21,130.5,TRUE,0,105,FALSE,9,79.5,FALSE,3,34.5
"167","AE","KJ952562","JX446775",10.7819,16.7833,27.5652,FALSE,42,60,TRUE,0,123,TRUE,0,105,FALSE,3,61.5,FALSE,3,34.5
"168","AE","KJ953611","AY125894",8.21233,7.21027,15.4226,TRUE,0,84,FALSE,9,121.5,TRUE,0,105,FALSE,9,79.5,FALSE,3,28.5
"169","AE","FJ185237","FJ185258",9.9889,9.77543,19.76433,FALSE,9,88.5,FALSE,6,117,FALSE,3,106.5,FALSE,3,73.5,TRUE,0,33
"170","AE","FJ185260","FJ185239",6.95196,7.94853,14.90049,FALSE,9,76.5,TRUE,0,120,TRUE,0,105,FALSE,6,78,FALSE,3,31.5
"171","AE","GQ845125","JX112830",14.5258,15.9002,30.426,FALSE,12,75,TRUE,0,120,TRUE,0,105,FALSE,3,82.5,TRUE,0,39
"172","AE","GU475019","GU475015",16.7273,15.3036,32.0309,FALSE,30,102,FALSE,9,133.5,TRUE,0,105,TRUE,0,84,FALSE,3,31.5
