"","tip1.label","tip2.label","tip1.len","tip2.len","VR1.indel","VR1.nt","VR2.indel","VR2.nt","VR3.indel","VR3.nt","VR4.indel","VR4.nt","VR5.indel","VR5.nt"
"26","HM215258","KX907347",1.40713,1.74937,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"27","FJ623483","KT022374",32.7522,31.7528,FALSE,9,FALSE,12,TRUE,0,TRUE,0,TRUE,0
"28","KT152843","KT152840",18.268,15.459,TRUE,0,FALSE,3,TRUE,0,TRUE,0,TRUE,0
"29","KT152846","KT152839",18.9085,27.3629,FALSE,24,FALSE,15,TRUE,0,FALSE,3,FALSE,6
"30","KU921759","FJ623476",40.1609,35.0197,TRUE,0,TRUE,0,TRUE,0,FALSE,3,TRUE,0
"31","FJ623484","FJ623481",12.8067,12.8067,TRUE,0,FALSE,3,TRUE,0,TRUE,0,FALSE,3
"32","KU921788","FJ623487",29.8007,24.8014,FALSE,42,FALSE,27,FALSE,3,FALSE,6,TRUE,0
"33","L22943","AY322190",15.9054,22.9061,TRUE,0,FALSE,9,TRUE,0,FALSE,6,TRUE,0
"34","JX877522","HM215350",18.7138,18.5522,FALSE,12,FALSE,12,TRUE,0,TRUE,0,FALSE,3
"35","EF151812","AF418562",25.5735,22.5728,FALSE,6,FALSE,15,TRUE,0,TRUE,0,TRUE,0
"36","KT022363","HQ595767",27.9701,31.7758,FALSE,12,TRUE,0,TRUE,0,FALSE,6,TRUE,0
"37","KT022369","KT022360",25.9737,26.973,FALSE,6,FALSE,3,TRUE,0,FALSE,9,TRUE,0
"38","AF062521","KU921785",16.2753,32.2781,TRUE,0,FALSE,18,TRUE,0,FALSE,54,FALSE,3
"39","AF407157","AF457084",22.5422,27.5416,FALSE,6,FALSE,18,FALSE,3,TRUE,0,FALSE,3
"40","AF069673","EU281999",19.0206,22.0185,TRUE,0,TRUE,0,TRUE,0,FALSE,3,FALSE,3
"41","KX228810","KF859745",3.52346,4.52278,FALSE,3,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"42","HM204635","AB253428",33.3867,18.386,TRUE,0,FALSE,9,TRUE,0,TRUE,0,FALSE,6
"43","KU865768","KU865731",8.091,7.23132,FALSE,3,FALSE,18,TRUE,0,FALSE,9,TRUE,0
"44","HM027846","HM027823",21.8535,28.6105,FALSE,19,FALSE,6,TRUE,0,TRUE,0,TRUE,0
"45","EU852950","EU852958",13.9649,13.9622,FALSE,3,FALSE,3,TRUE,0,FALSE,3,TRUE,0
"46","FJ670523","KY496622",11.2354,19.3203,FALSE,9,TRUE,0,TRUE,0,FALSE,12,FALSE,3
"47","JF683761","JF683760",8.58886,9.58543,FALSE,18,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"48","JF683782","JF683783",13.2547,14.254,FALSE,16,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"49","JF683737","JF683748",23.1298,22.1332,FALSE,27,FALSE,15,TRUE,0,TRUE,0,TRUE,0
"50","EU668968","FJ388938",0.361,1.16593,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"51","FJ388925","EU668982",14.4489,14.6214,FALSE,12,TRUE,0,TRUE,0,FALSE,6,TRUE,0
"52","FJ388946","EU668965",1.89733,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"53","EU668966","FJ388893",0,0.977413,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"54","FJ388894","EU668971",1.50679,1.28776,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"55","KU921772","AY253305",35.2742,25.2756,FALSE,24,FALSE,9,FALSE,3,FALSE,9,FALSE,6
"56","KT022373","AY322193",25.3802,17.3802,TRUE,0,FALSE,6,TRUE,0,FALSE,3,TRUE,0
"57","KX168070","KX168085",5.27077,5.52265,TRUE,0,TRUE,0,TRUE,0,FALSE,18,TRUE,0
"58","HM204648","KX907364",39.2744,35.3209,FALSE,27,FALSE,72,TRUE,0,FALSE,6,TRUE,0
"59","FJ670519","KX228815",2.30596,2.05955,TRUE,0,FALSE,48,TRUE,0,FALSE,6,TRUE,0
"60","KX907383","HM215306",0,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"61","HQ615979","AF361873",34.3071,23.6295,FALSE,3,FALSE,15,TRUE,0,FALSE,3,FALSE,6
"62","KX907346","KX907414",30.4873,31.0157,FALSE,6,FALSE,3,FALSE,1,FALSE,3,TRUE,0
"63","KX907378","HM215303",0,0.17796,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"64","HM204620","HQ659593",31.7789,22.7987,FALSE,6,FALSE,33,FALSE,3,TRUE,0,TRUE,0
"65","HM215333","KX907412",0.471739,0.747048,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"66","HM215255","KX907341",1.31659,0.632132,FALSE,3,FALSE,9,TRUE,0,TRUE,0,TRUE,0
"67","KX907343","HM215257",0.764213,1.47566,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"68","KX907389","AF457065",31.7697,27.5781,FALSE,12,FALSE,15,TRUE,0,TRUE,0,TRUE,0
"69","EF151811","FJ623488",28.1989,38.1976,FALSE,27,FALSE,27,TRUE,0,FALSE,18,FALSE,3
"70","KT022380","JN681235",32.5163,34.9698,FALSE,3,FALSE,6,TRUE,0,FALSE,1,FALSE,3
"71","KT022365","FJ866118",28.1982,28.9812,FALSE,9,FALSE,24,TRUE,0,FALSE,6,TRUE,0
"72","KF716474","FJ623478",34.4179,29.0942,FALSE,9,FALSE,3,TRUE,0,FALSE,21,TRUE,0
"73","AF457086","KT022367",27.5426,30.5433,FALSE,3,FALSE,15,TRUE,0,TRUE,0,TRUE,0
"74","KU921835","AF407154",45.7628,29.7628,FALSE,6,FALSE,9,TRUE,0,FALSE,12,TRUE,0
"75","EU110088","AF457079",28.6303,26.6316,FALSE,33,FALSE,6,FALSE,3,FALSE,3,TRUE,0
"76","JX096639","KP223844",14.6189,14.6189,FALSE,33,TRUE,0,TRUE,0,TRUE,0,FALSE,3
"77","AF069670","MF373168",9.36364,27.3623,TRUE,0,FALSE,6,TRUE,0,FALSE,15,TRUE,0
"78","JX508855","JX508857",7.59293,7.59293,FALSE,27,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"79","KU749423","KF716478",32.9655,34.9696,FALSE,12,FALSE,27,FALSE,3,FALSE,15,FALSE,12
"80","HM215299","KX983566",31.3724,36.0432,TRUE,0,FALSE,18,TRUE,0,FALSE,6,TRUE,0
"81","EU853070","EU853062",1.1771,1.17436,TRUE,0,FALSE,9,TRUE,0,TRUE,0,TRUE,0
"82","AF457052","HM215275",27.9882,35.9855,FALSE,22,FALSE,3,TRUE,0,FALSE,3,FALSE,3
"83","KU921755","HM215266",36.7532,31.7566,TRUE,0,FALSE,3,TRUE,0,FALSE,3,TRUE,0
"84","KX232620","KX232621",5.09795,5.19864,FALSE,41,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"85","KX232614","KX232607",19.5392,17.5433,FALSE,18,FALSE,9,FALSE,12,TRUE,0,TRUE,0
"86","KX232618","KX232619",7.74831,6.749,TRUE,0,TRUE,0,TRUE,0,FALSE,6,FALSE,4
"87","KX232609","KX232610",10.3748,10.1119,FALSE,7,FALSE,6,FALSE,3,TRUE,0,FALSE,6
"88","AF484507","AF107771",29.9328,25.9356,TRUE,0,FALSE,3,TRUE,0,TRUE,0,TRUE,0
"89","AF457055","AF457063",18.5351,16.5365,FALSE,23,FALSE,15,TRUE,0,FALSE,4,FALSE,3
"90","KT022375","MF373181",34.1683,41.1717,FALSE,2,FALSE,9,FALSE,3,TRUE,0,FALSE,15
"91","KU921804","L22957",40.2719,18.2761,FALSE,21,FALSE,15,FALSE,3,TRUE,0,TRUE,0
"92","KT022378","FJ866117",24.1948,22.311,FALSE,6,FALSE,6,FALSE,3,FALSE,6,TRUE,0
"93","AY905586","AY905602",9.48529,8.48871,TRUE,0,TRUE,0,TRUE,0,FALSE,12,TRUE,0
"94","KU865820","KU865783",4.84143,3.72712,TRUE,0,TRUE,0,TRUE,0,TRUE,0,FALSE,9
"95","AY669701","AY772997",22.708,29.7059,TRUE,0,TRUE,0,FALSE,3,TRUE,0,TRUE,0
"96","AB098332","FJ647148",19.5662,28.7052,FALSE,3,FALSE,18,TRUE,0,TRUE,0,TRUE,0
"97","KU921841","KU143241",39.7532,35.6491,FALSE,12,TRUE,0,TRUE,0,FALSE,6,TRUE,0
"98","AF457081","HM215272",28.3369,35.3376,TRUE,0,FALSE,30,TRUE,0,FALSE,9,TRUE,0
"99","KU749424","KX907431",33.1993,30.6093,FALSE,27,FALSE,6,TRUE,0,FALSE,27,TRUE,0
"100","KX983624","KU921738",34.8201,38.7051,FALSE,10,FALSE,6,FALSE,3,FALSE,5,TRUE,0
"101","JX508859","JX508862",16.8632,15.8667,TRUE,0,FALSE,6,TRUE,0,FALSE,3,FALSE,9
"102","JX508877","JX508875",6.94719,6.94719,TRUE,0,TRUE,0,TRUE,0,FALSE,12,TRUE,0
"103","HM215434","KP223776",6.20316,6.40576,TRUE,0,FALSE,3,TRUE,0,FALSE,9,TRUE,0
"104","KP718918","KP718928",21.6817,21.6844,TRUE,0,FALSE,9,TRUE,0,FALSE,6,TRUE,0
"105","KY658696","HM204621",33.5953,34.5946,TRUE,0,FALSE,30,TRUE,0,FALSE,9,TRUE,0
"106","FM165626","FM165645",21.7079,17.7106,TRUE,0,FALSE,15,TRUE,0,FALSE,7,FALSE,3
"107","KX907336","HQ615971",24.6219,28.2851,FALSE,1,FALSE,21,TRUE,0,FALSE,3,TRUE,0
"108","JF680921","KX232613",34.8935,40.5882,FALSE,27,FALSE,33,FALSE,3,FALSE,15,TRUE,0
"109","JX508881","JX508883",6.07829,6.07829,TRUE,0,FALSE,3,TRUE,0,TRUE,0,TRUE,0
"110","KF725913","KF725939",3.21425,3.39768,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0
"111","HQ595782","KU168256",49.5595,42.734,FALSE,3,FALSE,3,FALSE,3,FALSE,3,TRUE,0
"112","AY669704","M62320",19.2909,12.2875,TRUE,0,TRUE,0,FALSE,3,FALSE,6,TRUE,0
"113","KJ948658","DQ396400",23.4842,27.7306,FALSE,24,TRUE,0,TRUE,0,FALSE,9,FALSE,18
"114","JQ403028","HQ595784",40.3087,45.026,FALSE,3,FALSE,15,TRUE,0,FALSE,12,FALSE,3
"115","HQ385464","HQ385453",17.8644,33.8617,FALSE,6,FALSE,3,TRUE,0,TRUE,0,TRUE,0
"116","HQ385473","HQ385472",43.3886,43.3886,FALSE,3,FALSE,3,TRUE,0,TRUE,0,TRUE,0
"117","DQ445119","JF937875",38.8306,48.4733,FALSE,6,FALSE,12,TRUE,0,FALSE,12,FALSE,3
"118","AJ401040","HM623589",43.63,54.9236,FALSE,9,FALSE,9,TRUE,0,TRUE,0,TRUE,0
